,UserId,SnackId,prediction
367,37,35264,4.953885078430176
368,37,11218,4.977447986602783
369,37,79275,4.974299430847168
370,38,32496,4.9630231857299805
371,38,56680,4.9993438720703125
372,38,37065,4.995569705963135
373,38,21117,4.964871883392334
374,38,43579,4.966306209564209
375,38,79004,4.962784290313721
376,38,19593,4.9770050048828125
377,38,124398,4.973993301391602
378,38,22536,4.980874538421631
379,38,9241,4.959161758422852
380,39,115578,4.964372158050537
381,39,96257,4.996924877166748
382,39,128979,4.958512306213379
383,39,26831,4.968830108642578
384,39,22536,4.955483436584473
385,39,113032,4.96823263168335
386,39,70886,4.967358112335205
387,39,11534,4.963547229766846
388,39,97474,4.965723037719727
389,39,41458,4.959809303283691
390,40,127588,4.991418838500977
391,40,52585,4.997414588928223
392,40,79004,4.972434997558594
393,40,97799,4.963085174560547
394,40,124398,4.982690811157227
395,40,22536,4.974014759063721
396,40,12288,4.973773956298828
397,40,98325,4.980862617492676
398,40,294,4.960396766662598
399,40,41458,4.987310409545898
400,41,128979,4.997306823730469
401,41,79004,4.972475528717041
402,41,124398,4.979912281036377
403,41,113032,4.964634895324707
404,41,70886,4.963315963745117
405,41,11534,4.949440956115723
406,41,113298,4.97275447845459
407,41,88337,4.974059581756592
408,41,11218,4.97927713394165
409,41,41458,4.952615261077881
410,42,121423,4.996258735656738
411,42,92923,4.994068622589111
412,42,73607,4.97410249710083
413,42,101274,4.951563835144043
414,42,113032,4.978556156158447
415,42,6065,4.945051670074463
416,42,64788,4.96947717666626
417,42,80296,4.9571003913879395
418,42,11534,4.962959289550781
419,42,97474,4.949828147888184
420,43,136449,4.996252059936523
421,43,120517,4.998655796051025
422,43,16790,4.958454132080078
423,43,124398,4.978420257568359
424,43,74342,4.955000400543213
425,43,35645,4.956122875213623
426,43,9253,4.960646152496338
427,43,9241,4.966756343841553
428,43,113298,4.955414772033691
429,43,41458,4.96700382232666
430,44,95775,4.998520851135254
431,44,100894,4.965995788574219
432,44,22536,4.969727516174316
433,44,113032,4.9746174812316895
434,44,9253,4.95870304107666
435,44,12288,4.977811336517334
436,44,97474,4.951267719268799
437,44,11218,4.968732833862305
438,44,41458,4.982538223266602
439,44,123978,4.961928367614746
440,45,118550,4.997944355010986
441,45,7667,4.998602867126465
442,45,97799,4.974000930786133
443,45,19593,4.9624104499816895
444,45,2705,4.95720911026001
445,45,38102,4.966251373291016
446,45,113032,4.984491348266602
447,45,97474,4.950712203979492
448,45,11218,4.981375217437744
449,45,41458,4.982507228851318
450,46,50836,4.939745903015137
451,46,43579,4.991316318511963
452,46,19593,4.96028995513916
453,46,113032,4.955499172210693
454,46,6065,4.972265243530273
455,46,31883,4.945374011993408
456,46,90973,4.96341609954834
457,46,72458,4.950791835784912
458,46,112090,4.973651885986328
459,46,41458,4.9890289306640625
460,47,100995,4.983476638793945
461,47,19593,4.976075172424316
462,47,30739,4.947885036468506
463,47,18424,4.9505510330200195
464,47,109842,4.957067012786865
465,47,9253,4.962492942810059
466,47,9241,4.977936267852783
467,47,11534,4.981340408325195
468,47,11218,4.980166435241699
469,47,41458,4.982044219970703
470,48,16790,4.998484134674072
471,48,19593,4.977333068847656
472,48,22536,4.975270748138428
473,48,113032,4.982193470001221
474,48,19441,4.981389045715332
475,48,9253,4.983890533447266
476,48,116120,4.94797420501709
477,48,73751,4.9461846351623535
478,48,130913,4.945803642272949
479,48,294,4.940444469451904
480,49,95525,4.966939449310303
481,49,16790,4.964240074157715
482,49,19593,4.9400105476379395
483,49,113032,4.988412857055664
484,49,116219,4.944019794464111
485,49,9253,4.962101936340332
486,49,12288,4.9730682373046875
487,49,35264,4.965773105621338
488,49,11218,4.964345455169678
489,49,41458,4.958965301513672
490,50,54335,4.994930267333984
491,50,11525,4.979803562164307
492,50,2705,4.961294651031494
493,50,113032,4.994428634643555
494,50,12211,4.965933799743652
495,50,6065,4.943216800689697
496,50,35264,4.969654560089111
497,50,11534,4.973337173461914
498,50,294,4.970223903656006
499,50,41458,4.982687950134277
500,51,5044,4.9415483474731445
501,51,80280,4.943892002105713
502,51,24033,4.9610772132873535
503,51,2705,4.944604873657227
504,51,22536,4.953741073608398
505,51,42590,4.968715190887451
506,51,9253,4.9379448890686035
507,51,27989,4.96619176864624
508,51,41458,4.949747562408447
509,51,13698,4.94115686416626
510,52,97799,4.95977258682251
511,52,19593,4.972442626953125
512,52,124398,4.972525119781494
513,52,22536,4.983197212219238
514,52,116219,4.955342769622803
515,52,42590,4.9562225341796875
516,52,112965,4.964014053344727
517,52,11534,4.960963726043701
518,52,98325,4.985217094421387
519,52,41458,4.988224983215332
520,53,16790,4.971618175506592
521,53,5674,4.969156265258789
522,53,19593,4.953270435333252
523,53,2705,4.964076042175293
524,53,22536,4.9549479484558105
525,53,113032,4.993171215057373
526,53,80296,4.968145847320557
527,53,11534,4.985526084899902
528,53,98325,4.955246925354004
529,53,41458,4.9884161949157715
530,54,29899,4.954019546508789
531,54,19593,4.987654209136963
532,54,22536,4.970733642578125
533,54,74342,4.9677019119262695
534,54,113032,4.968193054199219
535,54,116219,4.985456943511963
536,54,9253,4.960335731506348
537,54,11534,4.987251281738281
538,54,11608,4.958629131317139
539,54,41458,4.985396385192871
540,55,5674,4.958790302276611
541,55,79004,4.9564337730407715
542,55,19593,4.985202312469482
543,55,113032,4.968667030334473
544,55,42590,4.970966815948486
545,55,9241,4.984862804412842
546,55,73616,4.952678203582764
547,55,11534,4.974217891693115
548,55,11218,4.98819637298584
549,55,41458,4.979527473449707
550,56,93231,4.946681976318359
551,56,77182,4.992880344390869
552,56,2291,4.962092399597168
553,56,2705,4.976548671722412
554,56,113032,4.983315467834473
555,56,9253,4.97673225402832
556,56,6065,4.9837117195129395
557,56,11218,4.957369327545166
558,56,83697,4.953930377960205
559,56,41458,4.988371849060059
560,57,26831,4.970469951629639
561,57,19690,4.989473342895508
562,57,19593,4.9464497566223145
563,57,22536,4.980743408203125
564,57,38546,4.939622402191162
565,57,73616,4.9637675285339355
566,57,17295,4.952587127685547
567,57,113298,4.940435409545898
568,57,11218,4.9795989990234375
569,57,41458,4.985326766967773
570,58,24033,4.9688215255737305
571,58,29899,4.9532670974731445
572,58,79004,4.950140953063965
573,58,19593,4.980037689208984
574,58,113032,4.985501289367676
575,58,116219,4.973429203033447
576,58,9253,4.980656147003174
577,58,80296,4.946854114532471
578,58,294,4.943358421325684
579,58,41458,4.994142532348633
580,59,16790,4.928768634796143
581,59,124398,4.978315830230713
582,59,113032,4.985963821411133
583,59,122529,4.948789596557617
584,59,123121,4.930467128753662
585,59,14484,4.9437127113342285
586,59,11218,4.968358993530273
587,59,11608,4.981649398803711
588,59,10815,4.923617362976074
589,59,41458,4.986201286315918
590,60,46551,4.997932434082031
591,60,79004,4.965908527374268
592,60,97799,4.985057353973389
593,60,19593,4.980741500854492
594,60,22536,4.9616241455078125
595,60,113032,4.96089506149292
596,60,42590,4.963115215301514
597,60,9253,4.990017890930176
598,60,41458,4.979875564575195
599,60,79275,4.979099750518799
600,61,65816,4.978307723999023
601,61,12725,4.994070053100586
602,61,19593,4.979201316833496
603,61,113032,4.955258846282959
604,61,116219,4.963397979736328
605,61,9253,4.964117050170898
606,61,6065,4.966628551483154
607,61,116120,4.95319938659668
608,61,11608,4.975801944732666
609,61,79275,4.976068019866943
610,62,132216,4.943061351776123
611,62,16790,4.980193138122559
612,62,41838,4.985466957092285
613,62,5674,4.9998273849487305
614,62,113032,4.983928680419922
615,62,109842,4.95521354675293
616,62,9253,4.979817867279053
617,62,9241,4.974669456481934
618,62,11534,4.943654537200928
619,62,41458,4.939916610717773
620,63,16322,4.999591827392578
621,63,124398,4.968190670013428
622,63,38102,4.96469783782959
623,63,113032,4.965697288513184
624,63,9253,4.964879035949707
625,63,70886,4.962061882019043
626,63,80296,4.983179092407227
627,63,11534,4.974215507507324
628,63,11218,4.965328693389893
629,63,41458,4.994449615478516
630,64,95525,4.976092338562012
631,64,16790,4.974432945251465
632,64,65696,4.999781131744385
633,64,22536,4.9749650955200195
634,64,113032,4.979538440704346
635,64,116219,4.968287467956543
636,64,41485,4.965571880340576
637,64,31883,4.965944766998291
638,64,27989,4.9773736000061035
639,64,41458,4.989141464233398
640,65,29899,4.937986850738525
641,65,114770,4.9566216468811035
642,65,19593,4.943619728088379
643,65,124398,4.9417572021484375
644,65,38102,4.942889213562012
645,65,113032,4.968020439147949
646,65,42590,4.959766864776611
647,65,84396,4.942715644836426
648,65,98325,4.953383445739746
649,65,41458,4.961578369140625
650,66,125401,4.961535453796387
651,66,101121,4.980502605438232
652,66,19593,4.96875
653,66,22536,4.9754638671875
654,66,9253,4.977334022521973
655,66,70886,4.954277515411377
656,66,6314,4.973495960235596
657,66,98325,4.970621109008789
658,66,11218,4.977913856506348
659,66,41458,4.974656581878662
660,67,16790,4.974656581878662
661,67,76691,4.996328830718994
662,67,89044,4.978506088256836
663,67,79004,4.97153377532959
664,67,22536,4.969630241394043
665,67,113032,4.9910783767700195
666,67,116219,4.996346473693848
667,67,9253,4.982737064361572
668,67,11218,4.966690540313721
669,67,41458,4.978353023529053
670,68,79004,4.966999053955078
671,68,19593,4.983021259307861
672,68,22536,4.968172073364258
673,68,113032,4.962256908416748
674,68,42590,4.951590538024902
675,68,9241,4.959982872009277
676,68,11534,4.964720726013184
677,68,11608,4.9709625244140625
678,68,294,4.958600044250488
679,68,41458,4.978621006011963
680,69,83517,4.991456031799316
681,69,36341,4.999091148376465
682,69,113032,4.953186988830566
683,69,116219,4.958390712738037
684,69,38546,4.95701265335083
685,69,9241,4.990520000457764
686,69,6065,4.969989776611328
687,69,11534,4.973548889160156
688,69,113298,4.9588303565979
689,69,65924,4.957831382751465
690,70,16790,4.960864067077637
691,70,5674,4.969815254211426
692,70,30952,4.984613418579102
693,70,19593,4.966734886169434
694,70,22536,4.973926067352295
695,70,109842,4.967320919036865
696,70,9253,4.963502883911133
697,70,9241,4.990316867828369
698,70,11218,4.978446006774902
699,70,41458,4.96904182434082
700,71,86937,4.997095584869385
701,71,75762,4.9855194091796875
702,71,19593,4.949242115020752
703,71,113032,4.978621482849121
704,71,120971,4.9713850021362305
705,71,19299,4.953286647796631
706,71,31883,4.957197189331055
707,71,113298,4.969942569732666
708,71,11218,4.954716205596924
709,71,41458,4.989051342010498
710,72,123130,4.997200012207031
711,72,124398,4.955958843231201
712,72,74342,4.983297348022461
713,72,113032,4.960547924041748
714,72,9253,4.980947494506836
715,72,9241,4.959675312042236
716,72,6065,4.969583034515381
717,72,73616,4.968742847442627
718,72,130913,4.959134101867676
719,72,41458,4.956478118896484
720,73,96257,4.958992958068848
721,73,25603,4.998105049133301
722,73,124398,4.956840991973877
723,73,113032,4.979874610900879
724,73,9253,4.978584289550781
725,73,123121,4.962001800537109
726,73,9241,4.9693450927734375
727,73,37534,4.964866638183594
728,73,98325,4.987077236175537
729,73,41458,4.982294082641602
730,74,16790,4.978762626647949
731,74,97799,4.97188138961792
732,74,22536,4.969295024871826
733,74,113032,4.979518890380859
734,74,116219,4.990167140960693
735,74,102688,4.973767280578613
736,74,123121,4.9799113273620605
737,74,6065,4.9683709144592285
738,74,11534,4.971382141113281
739,74,41458,4.991417407989502
740,75,122021,4.964488983154297
741,75,21117,4.969052791595459
742,75,79004,4.9984893798828125
743,75,19593,4.964833736419678
744,75,22536,4.97149658203125
745,75,113032,4.9833831787109375
746,75,116219,4.968052864074707
747,75,9241,4.982538223266602
748,75,11534,4.975790023803711
749,75,41458,4.9719343185424805
750,76,95525,4.972898960113525
751,76,21117,4.98358154296875
752,76,79004,4.994760036468506
753,76,109752,4.988872528076172
754,76,129625,4.989855766296387
755,76,2705,4.9837188720703125
756,76,113032,4.964472770690918
757,76,98325,4.9525346755981445
758,76,11218,4.964395999908447
759,76,79275,4.967461109161377
760,77,95525,4.947380065917969
761,77,27223,4.95606803894043
762,77,76873,4.999777793884277
763,77,19593,4.985138893127441
764,77,42590,4.959300994873047
765,77,9241,4.97291374206543
766,77,11534,4.944216251373291
767,77,112090,4.958882808685303
768,77,41458,4.970897674560547
769,77,115038,4.950358867645264
770,78,79004,4.9563307762146
771,78,134076,4.990564823150635
772,78,2291,4.95001220703125
773,78,19593,4.966902256011963
774,78,124398,4.962347984313965
775,78,101961,4.9602203369140625
776,78,116120,4.950339317321777
777,78,14900,4.956657409667969
778,78,11218,4.9661030769348145
779,78,41458,4.9871320724487305
780,79,16790,4.980841636657715
781,79,5674,4.970654487609863
782,79,21561,4.960161209106445
783,79,19984,4.963908672332764
784,79,19593,4.9719977378845215
785,79,113032,4.960500240325928
786,79,116219,4.965144157409668
787,79,9241,4.970592021942139
788,79,113298,4.98477840423584
789,79,41458,4.993949890136719
790,80,65671,4.95875883102417
791,80,5674,4.94821834564209
792,80,97799,4.955257892608643
793,80,75248,4.999170780181885
794,80,22536,4.990672588348389
795,80,9253,4.953519821166992
796,80,6065,4.984959125518799
797,80,11218,4.949877738952637
798,80,294,4.953578948974609
799,80,41458,4.9811859130859375
800,81,5674,4.942068576812744
801,81,22536,4.934792995452881
802,81,113032,4.965059280395508
803,81,116219,4.976114273071289
804,81,9253,4.950351238250732
805,81,9241,4.966719627380371
806,81,90973,4.957662105560303
807,81,11218,4.960919380187988
808,81,41458,4.963147163391113
809,81,79275,4.949713706970215
810,82,16790,4.976703643798828
811,82,79004,4.9535322189331055
812,82,113891,4.99886417388916
813,82,19593,4.9737348556518555
814,82,22536,4.974249839782715
815,82,19441,4.960410118103027
816,82,109842,4.970948696136475
817,82,11218,4.954363822937012
818,82,112090,4.964210510253906
819,82,41458,4.992564678192139
820,83,5674,4.970080852508545
821,83,19593,4.965109348297119
822,83,2705,4.973263263702393
823,83,22536,4.974885940551758
824,83,116219,4.98745059967041
825,83,34501,4.983968257904053
826,83,6065,4.957081317901611
827,83,80296,4.960314750671387
828,83,11218,4.966396331787109
829,83,41458,4.992491245269775
830,84,71373,4.9489240646362305
831,84,126303,4.992918968200684
832,84,19593,4.950458526611328
833,84,22536,4.9828782081604
834,84,113032,4.959787845611572
835,84,70886,4.975131511688232
836,84,130913,4.969343185424805
837,84,113298,4.95939302444458
838,84,11218,4.9904022216796875
839,84,65924,4.969699859619141
840,85,85097,4.961755752563477
841,85,16790,4.961909770965576
842,85,82842,4.993733882904053
843,85,113032,4.979264259338379
844,85,85682,4.962213516235352
845,85,116120,4.962759971618652
846,85,27989,4.973631381988525
847,85,11534,4.983312606811523
848,85,98325,4.96268892288208
849,85,41458,4.96229887008667
850,86,79004,4.95688009262085
851,86,77424,4.935400009155273
852,86,2705,4.965552806854248
853,86,22536,4.932865619659424
854,86,113032,4.963387966156006
855,86,9253,4.954030513763428
856,86,84396,4.9569854736328125
857,86,113298,4.971890926361084
858,86,110134,4.956193923950195
859,86,41458,4.97097110748291
860,87,16790,4.981142044067383
861,87,8505,4.998596668243408
862,87,90699,4.9957709312438965
863,87,113032,4.979160308837891
864,87,116219,4.987784385681152
865,87,42590,4.963891983032227
866,87,31883,4.954997539520264
867,87,98325,4.94618034362793
868,87,11608,4.972620487213135
869,87,79275,4.954886436462402
870,88,95525,4.990586757659912
871,88,5674,4.966467380523682
872,88,29899,4.967078685760498
873,88,29721,4.998961448669434
874,88,124398,4.979488372802734
875,88,113032,4.973546981811523
876,88,35264,4.960005760192871
877,88,98325,4.970935821533203
878,88,11218,4.973629474639893
879,88,11608,4.969467639923096
880,89,95525,4.942082405090332
881,89,79004,4.963557243347168
882,89,19593,4.9521164894104
883,89,2705,4.95992374420166
884,89,22536,4.972504615783691
885,89,113032,4.986600875854492
886,89,81943,4.957187652587891
887,89,12211,4.9606099128723145
888,89,84396,4.971546173095703
889,89,11218,4.957720756530762
890,90,119136,4.986964702606201
891,90,68900,4.974471569061279
892,90,22536,4.966898441314697
893,90,113032,4.987268924713135
894,90,35264,4.985983371734619
895,90,11534,4.992289066314697
896,90,98325,4.985753059387207
897,90,11218,4.9879865646362305
898,90,58209,4.982099533081055
899,90,41458,4.989694118499756
900,91,16790,4.987559795379639
901,91,5674,4.96378755569458
902,91,56336,4.998981475830078
903,91,37963,4.971622943878174
904,91,22536,4.966583251953125
905,91,42590,4.958892822265625
906,91,9253,4.968036651611328
907,91,123121,4.970397472381592
908,91,41458,4.988744735717773
909,91,79275,4.958004951477051
910,92,16790,4.972769260406494
911,92,79004,4.962360858917236
912,92,97799,4.961593151092529
913,92,19593,4.971965312957764
914,92,130360,4.9974517822265625
915,92,19290,4.9963297843933105
916,92,22536,4.960379600524902
917,92,113032,4.981986999511719
918,92,9253,4.9631195068359375
919,92,41458,4.983788013458252
920,93,95525,4.972951889038086
921,93,108424,4.996319770812988
922,93,2705,4.9571943283081055
923,93,22536,4.959029674530029
924,93,116219,4.9867048263549805
