userID,movieID,prediction
26,784,4.622103691
26,1015,4.923068047
26,1104,4.686868668
26,1429,4.775955677
26,1438,4.811562061
26,1499,4.625123024
26,1521,4.746186256
26,1577,4.821068764
26,1598,4.630578518
27,370,4.952755451
27,914,4.790852547
27,1125,4.679182529
27,1201,4.74324131
27,1442,4.911335945
27,1465,4.717918873
27,1565,4.714631557
27,1609,4.781758308
27,1616,4.73341608
27,1674,4.914132118
28,209,4.810182571
28,143,4.7084198
28,448,4.628653049
28,567,4.812716484
28,646,4.766296387
28,1108,4.716147423
28,1351,4.729248047
28,1472,4.641217232
28,1574,4.636399746
28,1647,4.782218933
29,189,4.846761703
29,180,4.788444042
29,874,4.85123682
29,1019,4.939602852
29,1125,4.782916546
29,1189,4.73848772
29,1358,4.809864998
29,1499,4.73839283
29,1581,4.848130226
29,1648,4.885185719
30,135,4.80602169
30,838,4.845335007
30,962,4.832467556
30,1104,4.856966972
30,1125,4.733682632
30,1189,4.73966217
30,1358,4.741439342
30,1521,4.885224342
30,1545,4.90255928
30,1609,4.926635265
31,262,4.952855587
31,504,4.993307114
31,811,4.933491707
31,838,4.785599232
31,1123,4.764922619
31,1261,4.764579773
31,1509,4.730793476
31,1546,4.930871964
31,1609,4.724900246
31,1630,4.778547764
32,1104,4.829218864
32,1201,4.632201672
32,1260,4.695284843
32,1418,4.711386681
32,1442,4.704390526
32,1521,4.691305161
32,1577,4.861449242
32,1545,4.653367043
32,1609,4.827424049
32,1668,4.638977528
33,313,4.877557278
33,1104,4.904315472
33,1452,4.925771713
33,1461,4.787384033
33,1528,4.619637012
33,1535,4.63274765
33,1557,4.834194183
33,1574,4.787636757
33,1545,4.563736439
33,1630,4.562503815
34,324,4.931586742
34,332,4.694490433
34,329,4.864874363
34,898,4.737361431
34,914,4.646788597
34,1024,4.945674419
34,1104,4.696636677
34,1275,4.699668407
34,1509,4.724943638
34,1675,4.818984985
35,332,4.692978859
35,937,4.812690735
35,1056,4.576728821
35,1201,4.533846855
35,1445,4.579794407
35,1559,4.772491932
35,1609,4.834649086
35,1641,4.552839756
35,1674,4.586190701
35,1675,4.679368019
36,885,4.767533779
36,1189,4.936766624
36,1372,4.785768509
36,1418,4.747034073
36,1452,4.792069912
36,1559,4.812947273
36,1577,4.808300495
36,1546,4.729254246
36,1609,4.92586565
36,1663,4.734350204
37,183,4.969470501
37,96,4.980683804
37,273,4.816387653
37,363,4.800412655
37,578,4.727687836
37,784,4.7785182
37,1104,4.824288845
37,1559,4.867230415
37,1609,4.743707657
37,1617,4.829959869
38,112,4.7385993
38,247,4.905461788
38,82,4.713465214
38,452,4.908098221
38,1035,4.810894966
38,1276,4.71383667
38,1559,4.736203671
38,1609,4.712944508
38,1630,4.93360424
38,1680,4.87925005
39,302,4.969385147
39,748,4.854217529
39,1104,4.895053864
39,1339,4.736970425
39,1442,4.775925159
39,1476,4.771640778
39,1492,4.809539318
39,1574,4.775910378
39,1546,4.867258072
39,1609,4.937482834
40,504,4.834962845
40,838,4.758227825
40,896,4.942680836
40,1104,4.80394268
40,1372,4.753458023
40,1363,4.777117729
40,1521,4.872569561
40,1559,4.743314743
40,1574,4.819039822
40,1546,4.798762321
41,238,4.781088352
41,180,4.787481308
41,188,4.928358555
41,1104,4.929540634
41,1358,4.73774147
41,1363,4.691487312
41,1418,4.693720818
41,1465,4.731773376
41,1545,4.745193958
41,1609,4.773652077
42,79,4.780668259
42,215,4.690937519
42,318,4.897660255
42,371,4.808663368
42,822,4.762933254
42,1342,4.699342728
42,1424,4.690934181
42,1520,4.69878006
42,1577,4.764588356
42,1630,4.866084576
43,97,4.603284836
43,196,4.563881874
43,257,4.640295029
43,1189,4.568609238
43,1201,4.574974537
43,1418,4.725273132
43,1431,4.722047329
43,1521,4.518900394
43,1565,4.673266888
43,1546,4.897365093
44,144,4.799473286
44,185,4.608179569
44,318,4.881672382
44,449,4.826664448
44,1261,4.565690994
44,1351,4.853154659
44,1472,4.649647713
44,1521,4.716276646
44,1591,4.571873665
44,1630,4.701538563
45,108,4.937159061
45,109,4.931117058
45,742,4.788514614
45,762,4.691832542
45,1104,4.883483887
45,1293,4.757076263
45,1418,4.779042244
45,1509,4.806601524
45,1644,4.717018127
45,1668,4.709399223
46,262,4.981354237
46,286,4.741737366
46,909,4.956638336
46,1104,4.795586586
46,1123,4.674670696
46,1214,4.681621075
46,1418,4.874887943
46,1575,4.690882206
46,1546,4.902804852
46,1609,4.699597836
47,1418,4.877550602
47,1497,4.672426224
47,1521,4.775771141
47,1557,4.768550396
47,1546,4.850871086
47,1547,4.73849678
47,1609,4.932905197
47,1619,4.748157978
47,1650,4.700016499
47,1674,4.723183632
48,183,4.741610527
48,181,4.803913116
48,357,4.932050228
48,427,4.766365051
48,480,4.698089123
48,647,4.929801464
48,1056,4.79443121
48,1104,4.756956577
48,1442,4.860677719
48,1674,4.818659782
49,56,4.866911888
49,302,4.89135313
49,396,4.930952072
49,433,4.815030098
49,518,4.858120441
49,957,4.853644371
49,1043,4.797994614
49,1075,4.913448811
49,1104,4.871141434
49,1546,4.825699806
50,544,4.949302197
50,701,4.6365695
50,1084,4.967295647
50,1104,4.639682293
50,1351,4.706383228
50,1545,4.736172676
50,1546,4.808395386
50,1609,4.935005665
50,1663,4.661361217
50,1674,4.796706676
51,173,4.941292763
51,581,4.744393826
51,838,4.772314072
51,1201,4.934987545
51,1358,4.630450249
51,1461,4.817800045
51,1577,4.922540188
51,1609,4.801632881
51,1630,4.655837536
51,1663,4.897562027
52,107,4.931056023
52,463,4.885845184
52,599,4.740352631
52,897,4.744296074
52,1085,4.966796398
52,1104,4.860826492
52,1189,4.788449764
52,1361,4.784331799
52,1537,4.777655602
52,1559,4.744829178
53,174,4.987460613
53,718,4.682575226
53,1363,4.827996254
53,1441,4.69510746
53,1520,4.740516663
53,1521,4.886868477
53,1559,4.827649593
53,1545,4.617096901
53,1546,4.717611313
53,1609,4.635091782
54,302,4.679887772
54,475,4.811362267
54,1104,4.927846432
54,1325,4.656597137
54,1418,4.890559673
54,1442,4.690293312
54,1526,4.681782246
54,1565,4.719347954
54,1546,4.702229023
54,1609,4.87048912
55,144,4.975255966
55,273,4.962108612
55,1104,4.824991703
55,1189,4.660588264
55,1358,4.666152954
55,1482,4.750198364
55,1492,4.770390034
55,1559,4.949629784
55,1574,4.892597675
55,1546,4.882175446
56,96,4.702358246
56,82,4.728264332
56,172,4.77041626
56,746,4.851590633
56,1031,4.940474033
56,1342,4.789399624
56,1418,4.82777071
56,1546,4.883989334
56,1609,4.916178703
56,1630,4.818252087
57,258,4.705488205
57,173,4.916574478
57,100,4.634352684
57,237,4.663741112
57,763,4.707211018
57,850,4.638161659
57,1043,4.734772682
57,1104,4.721041679
57,1351,4.766086102
57,1546,4.710352898
58,191,4.858538628
58,209,4.841640472
58,109,4.652032852
58,353,4.753736496
58,584,4.810280323
58,1104,4.956926346
58,1385,4.767004967
58,1418,4.800967216
58,1500,4.703944206
58,1545,4.678913116
59,100,4.526058674
59,1,4.475859165
59,211,4.675751209
59,651,4.420315742
59,646,4.507550716
59,963,4.470697403
59,1189,4.540171623
59,1385,4.535420895
59,1559,4.528452396
59,1577,4.509370804
60,50,4.901639462
60,492,4.823460102
60,675,4.92967844
60,605,4.825700283
60,1123,4.869368553
60,1189,4.838467121
60,1342,4.878016472
60,1427,4.806501389
60,1546,4.843101978
60,1680,4.896876812
61,300,4.7487216
61,1104,4.741020203
61,1310,4.836407661
61,1372,4.788945198
61,1418,4.765599251
61,1424,4.693694592
61,1472,4.756020069
61,1520,4.698338032
61,1559,4.785522461
61,1574,4.920912266
62,65,4.609850883
62,15,4.775837898
62,285,4.868886948
62,306,4.747978687
62,1031,4.709869862
62,1104,4.782470703
62,1136,4.616949558
62,1559,4.928613186
62,1558,4.587492466
62,1609,4.768698692
63,251,4.943390369
63,262,4.752671719
63,408,4.717372417
63,368,4.728103161
63,850,4.771630287
63,1104,4.801377296
63,1137,4.993688583
63,1521,4.914025784
63,1609,4.761388779
63,1668,4.783348083
64,175,4.615883827
64,431,4.921596527
64,838,4.745865345
64,914,4.614089489
64,1416,4.637402534
64,1515,4.674608231
64,1516,4.806932449
64,1559,4.928644657
64,1546,4.922562122
64,1609,4.856026173
65,48,4.92718935
65,50,4.863283634
65,196,4.859113216
65,15,4.954435825
65,423,4.812923431
65,531,4.901791573
65,806,4.931112766
65,1361,4.845287323
65,1400,4.894153595
65,1674,4.828731537
66,50,4.989955902
66,1056,4.671246052
66,1075,4.666629791
66,1104,4.821681499
66,1114,4.606905937
66,1418,4.840994358
66,1559,4.873895168
66,1545,4.781348228
66,1546,4.791147232
66,1603,4.778230667
67,64,4.873908997
67,18,4.7675457
67,273,4.962994099
67,601,4.790384769
67,743,4.844278336
67,871,4.938463211
67,1104,4.808248043
67,1521,4.893556118
67,1538,4.767577648
67,1559,4.907505035
68,181,4.990280151
68,601,4.759968281
68,768,4.710590363
68,1104,4.913960934
68,1191,4.791279793
68,1546,4.8732481
68,1609,4.917825222
68,1616,4.697697639
68,1647,4.762750149
68,1668,4.715088844
69,42,4.909247398
69,48,4.903684616
69,256,4.895498753
69,886,4.813369751
69,1104,4.780037403
69,1460,4.729101181
69,1559,4.749394417
69,1545,4.772495747
69,1546,4.82062912
69,1643,4.819727421
70,173,4.74374342
70,214,4.825334072
70,1075,4.861543179
70,1104,4.762059689
70,1337,4.785804272
70,1472,4.95022583
70,1545,4.820911884
70,1546,4.825467587
70,1630,4.763473511
70,1663,4.75023222
71,65,4.970477104
71,174,4.738754272
71,18,4.7085886
71,462,4.985443115
71,923,4.914850712
71,1104,4.674368382
71,1137,4.729658127
71,1418,4.848315716
71,1546,4.938724518
71,1630,4.687253952
72,25,4.911102772
72,12,4.814003468
72,98,4.779909611
72,893,4.751582623
72,1015,4.829620838
72,1031,4.840205193
72,1476,4.755443573
72,1542,4.807560444
72,1581,4.840345383
72,1546,4.76972723
73,175,4.823474407
73,100,4.874211788
73,64,4.864712238
73,59,4.833577156
73,1449,4.728095055
73,1557,4.911659241
73,1559,4.789815903
73,1545,4.722231388
73,1546,4.80668354
73,1641,4.847038269
74,302,4.962477207
74,690,4.793885231
74,914,4.729645252
74,1075,4.701666355
74,1104,4.968738079
74,1432,4.781909943
74,1546,4.847277641
74,1609,4.726672649
74,1616,4.790485382
74,1674,4.810469627
75,190,4.961418629
75,137,4.759794235
75,114,4.822316647
75,1456,4.696258068
75,1472,4.875001431
75,1492,4.835476875
75,1510,4.710982323
75,1557,4.715848446
75,1609,4.658620834
75,1616,4.720994949
76,197,4.875844002
76,96,4.792071342
76,56,4.800803185
76,6,4.951233387
76,970,4.866621494
76,1006,4.836710453
76,1158,4.988620758
76,1189,4.776330471
76,1577,4.818348885
76,1623,4.870637894
77,209,4.804972172
77,89,4.687221527
77,154,4.720715523
77,50,4.625191212
77,246,4.791811943
77,174,4.949316502
77,518,4.958975792
77,1385,4.618241787
77,1538,4.666555405
77,1609,4.705529213
78,25,4.757566452
78,257,4.903212547
78,880,4.96434021
78,1442,4.86424017
78,1465,4.804698944
78,1557,4.852970123
78,1545,4.838396072
78,1609,4.84468317
78,1641,4.884886742
78,1674,4.910561562
79,10,4.968576908
79,269,4.773846626
79,1104,4.858463287
79,1442,4.731996536
79,1460,4.875856876
79,1574,4.741188049
79,1545,4.84570694
79,1546,4.842179775
79,1619,4.909077644
79,1663,4.79466629
80,531,4.892368793
80,838,4.759557724
80,1104,4.913249969
80,1125,4.970017433
80,1189,4.826219082
80,1442,4.743084908
80,1492,4.830536366
80,1546,4.727765083
80,1603,4.704576015
80,1609,4.705189228
81,596,4.871597767
81,591,4.977821827
81,838,4.687475204
81,850,4.731258392
81,1125,4.797014713
81,1424,4.799418926
81,1521,4.862637043
81,1537,4.773156643
81,1546,4.707673073
81,1609,4.680918694
82,183,4.671440601
82,81,4.731557846
82,174,4.963897705
82,496,4.760671139
82,821,4.898507595
82,1104,4.725965977
82,1189,4.825190544
82,1432,4.690264702
82,1609,4.854753494
82,1659,4.661581993
83,15,4.76761055
83,768,4.955499649
83,1385,4.91476202
83,1427,4.808284283
83,1484,4.629984856
83,1577,4.837016582
83,1545,4.658346176
83,1609,4.68731451
83,1619,4.761422157
83,1663,4.904993057
84,742,4.72062397
84,838,4.788999081
84,817,4.873250484
84,1345,4.73201561
84,1385,4.771357536
84,1418,4.761641502
84,1492,4.75138092
84,1559,4.708853722
84,1577,4.870441437
84,1546,4.839304924
85,50,4.736152649
85,174,4.554519653
85,431,4.748321533
85,806,4.681503773
85,1104,4.778003216
85,1306,4.881904602
85,1526,4.548035622
85,1559,4.898980141
85,1566,4.611357689
85,1545,4.770122528
86,286,4.876278877
86,683,4.756232262
86,1125,4.785093784
86,1175,4.995907784
86,1445,4.787774563
86,1559,4.894142628
86,1590,4.799427032
86,1574,4.827431679
86,1546,4.777207851
86,1675,4.742249966
87,96,4.788994312
87,523,4.768181324
87,496,4.759263039
87,657,4.988727093
87,1418,4.825299263
87,1575,4.818514824
87,1546,4.946455002
87,1547,4.696550846
87,1619,4.704669476
87,1680,4.799678326
88,886,4.944454193
88,1104,4.932423115
88,1339,4.873569012
88,1418,4.864071846
88,1432,4.738758087
88,1442,4.748491764
88,1452,4.824197769
88,1465,4.865337372
88,1557,4.77265358
88,1674,4.851644516
89,150,4.947626114
89,235,4.727620602
89,269,4.719973564
89,1104,4.817965508
89,1418,4.823374748
89,1423,4.739989281
89,1559,4.727505207
89,1630,4.607898712
89,1660,4.644720078
89,1663,4.856369019
90,193,4.688199043
90,180,4.708595753
90,897,4.652438641
90,1194,4.788681984
90,1424,4.613305092
90,1445,4.769304276
90,1546,4.660233974
90,1642,4.606738091
90,1647,4.637914658
90,1663,4.659176826
91,195,4.900183201
91,187,4.774236202
91,50,4.782666206
91,82,4.768418789
91,651,4.731803894
91,1085,4.795253754
91,1351,4.90765667
91,1418,4.737630367
91,1565,4.824053764
91,1647,4.741397381
92,40,4.578259945
92,273,4.63581419
92,421,4.679625988
92,673,4.573775768
92,603,4.47394371
92,1418,4.682252884
92,1486,4.610721588
92,1535,4.626736641
92,1647,4.518457413
92,1641,4.734637737
93,14,4.916064262
93,283,4.775392532
93,476,4.900168896
93,838,4.915875435
93,806,4.828887939
93,1104,4.881876945
93,1499,4.737525463
93,1521,4.822794914
93,1559,4.866380215
93,1609,4.791292667
94,42,4.656380653
94,509,4.67176199
94,631,4.69369173
94,1189,4.92864418
94,1211,4.846304893
94,1261,4.730998039
94,1304,4.642074108
94,1559,4.768216133
94,1609,4.627879143
94,1680,4.629086494
95,14,4.82623291
95,78,4.796681881
95,170,4.504519939
95,234,4.679706573
95,420,4.744612694
95,817,4.496032238
95,1031,4.928467751
95,1201,4.645001411
95,1546,4.89477253
95,1609,4.94925642
96,176,4.722353935
96,200,4.876168728
96,645,4.956583023
96,970,4.818840504
96,1104,4.747030735
96,1125,4.661055565
96,1429,4.743417263
96,1557,4.678678036
96,1546,4.891524315
96,1680,4.876097679
97,89,4.71711731
97,169,4.891069412
97,82,4.945005417
97,655,4.815674305
97,838,4.730261326
97,1427,4.771413326
97,1559,4.954287529
97,1591,4.775675297
97,1546,4.845254421
97,1609,4.85277462
98,211,4.867108345
98,435,4.922051907
98,821,4.719965458
98,1104,4.90250349
98,1123,4.705530643
98,1219,4.69665432
98,1472,4.704740524
98,1537,4.822985649
98,1575,4.688689232
98,1641,4.710024357
99,107,4.796750069
99,79,4.657919407
99,98,4.777146339
99,313,4.766014576
99,348,4.83175993
99,763,4.806843758
99,1476,4.853429317
99,1515,4.714169025
99,1575,4.713049889
99,1601,4.650483608
100,310,4.743591785
100,348,4.739344597
100,752,4.95637989
100,1104,4.791306973
100,1189,4.78796196
100,1559,4.922076225
100,1545,4.841518879
100,1546,4.768260956
100,1547,4.731460571
100,1609,4.77970314
101,50,4.852735996
101,181,4.773127556
101,284,4.785680771
101,562,4.628853321
101,845,4.603755474
101,817,4.596355915
101,1308,4.594256878
101,1546,4.567054272
101,1619,4.562077522
101,1641,4.640215397
102,195,4.645343304
102,96,4.662246227
102,445,4.661657333
102,1125,4.802351475
102,1189,4.770055771
102,1239,4.642732143
102,1351,4.862509251
102,1521,4.834403515
102,1549,4.629614353
102,1636,4.64041996
103,96,4.974503517
103,257,4.800205708
103,234,4.844456673
103,204,4.825904846
103,527,4.814259052
103,838,4.865240574
103,970,4.771379948
103,1031,4.873222828
103,1418,4.877854347
103,1609,4.768963814
104,453,4.743862629
104,838,4.752971172
104,1104,4.848206997
104,1177,4.694686413
104,1310,4.689234734
104,1418,4.856908798
104,1492,4.761506081
104,1577,4.732954025
104,1546,4.719744205
104,1641,4.713665962
105,272,4.934642792
105,302,4.97041893
105,1031,4.797811031
105,1104,4.863668919
105,1351,4.774680614
105,1418,4.939016342
105,1577,4.779722691
105,1546,4.848387718
105,1641,4.793324471
105,1674,4.913802624
106,97,4.818922997
106,334,4.711410999
106,699,4.747701168
106,703,4.689847946
106,1565,4.687742233
106,1545,4.692280293
106,1581,4.865363121
106,1546,4.877350807
106,1609,4.758355141
106,1663,4.816710472
107,269,4.953539848
107,838,4.907376766
107,914,4.839747429
107,1104,4.966445923
107,1125,4.788477898
107,1351,4.736384392
107,1465,4.735301971
107,1528,4.794607639
107,1559,4.739067078
107,1574,4.85127449
108,50,4.842679024
108,10,4.945695877
108,290,4.873943806
108,1015,4.824876308
108,1104,4.916470528
108,1325,4.785708427
108,1363,4.833594322
108,1559,4.98938942
108,1546,4.773396492
108,1648,4.874688148
109,157,4.697110176
109,226,4.679751396
109,177,4.79869318
109,98,4.715265751
109,420,4.668064594
109,405,4.735926628
109,1363,4.611132622
109,1429,4.70306015
109,1546,4.751949787
109,1637,4.811772346
110,272,4.683943272
110,599,4.685063362
110,905,4.718425751
110,838,4.735943794
110,759,4.927290916
110,1206,4.732552052
110,1385,4.706056118
110,1577,4.799963951
110,1609,4.875448227
110,1663,4.867997646
111,269,4.803877831
111,354,4.8541255
111,1104,4.835127831
111,1418,4.796821594
111,1441,4.754272461
111,1574,4.824086189
111,1545,4.799233437
111,1547,4.824861526
111,1603,4.755765915
111,1668,4.938439369
112,303,4.775446415
112,316,4.982360363
112,838,4.909004211
112,1106,4.832957268
112,1137,4.676366806
112,1418,4.892408371
112,1427,4.66550827
112,1521,4.661099434
112,1559,4.906704903
112,1630,4.774594784
113,50,4.964500427
113,257,4.967702866
113,303,4.928869724
113,1104,4.771051407
113,1251,4.993190765
113,1363,4.83073473
113,1418,4.962656021
113,1427,4.809062958
113,1438,4.772306919
113,1546,4.723334789
114,176,4.965944767
114,357,4.79893589
114,1201,4.743431091
114,1363,4.659288406
114,1418,4.733716488
114,1515,4.839429855
114,1559,4.805831432
114,1609,4.822713852
114,1634,4.729806423
114,1641,4.763020992
115,127,4.870305061
115,181,4.72151947
115,174,4.930622101
115,8,4.896570683
115,462,4.919498444
115,479,4.838440895
115,657,4.775389194
115,850,4.803355217
115,1043,4.876262665
115,1559,4.93530941
116,180,4.850792408
116,701,4.570047855
116,970,4.479651928
116,1039,4.519032478
116,1043,4.94114542
116,1270,4.478489876
116,1351,4.790373325
116,1384,4.442634106
116,1445,4.459232807
116,1521,4.644432545
117,176,4.883183956
117,164,4.899699688
117,249,4.740212917
117,742,4.821900845
117,850,4.796910286
117,1261,4.842924595
117,1546,4.811227798
117,1609,4.712937832
117,1659,4.73226738
117,1663,4.821676254
118,176,4.733942986
118,193,4.890062332
118,180,4.967152119
118,436,4.832865715
118,511,4.769779205
118,641,4.937779427
118,951,4.72051239
118,1104,4.813755035
118,1310,4.831506729
118,1559,4.780920982
119,25,4.800612926
119,42,4.683820248
119,838,4.821588516
119,1015,4.703763485
119,1160,4.716021061
119,1191,4.698027134
119,1202,4.937963963
119,1197,4.880846977
119,1557,4.790230274
119,1609,4.873477459
120,15,4.882648468
120,1104,4.957630157
120,1189,4.678082943
120,1215,4.713792324
120,1233,4.773030281
120,1351,4.824349403
120,1418,4.729971886
120,1492,4.662660599
120,1538,4.676916122
120,1559,4.744503021
121,181,4.757698536
121,137,4.872035503
121,428,4.855890751
121,644,4.988749981
121,717,4.767300129
121,736,4.874223709
121,1358,4.807358265
121,1418,4.761211872
121,1546,4.937247276
121,1609,4.901120186
122,127,4.924837112
122,180,4.937063694
122,215,4.732747555
122,464,4.756844997
122,736,4.951134682
122,1385,4.731917381
122,1442,4.961550236
122,1521,4.788720608
122,1575,4.720666885
122,1609,4.74977684
123,143,4.847730637
123,847,4.798439026
123,1104,4.810857296
123,1339,4.78138876
123,1482,4.726969719
123,1521,4.697423458
123,1559,4.891273022
123,1546,4.86772871
123,1609,4.849214077
123,1630,4.822124481
124,166,4.980238438
124,174,4.859337807
124,1031,4.756980419
124,1104,4.699635029
124,1418,4.670804977
124,1424,4.662390232
124,1557,4.835573196
124,1581,4.776659489
124,1546,4.765485287
124,1609,4.612864971
125,174,4.74216032
125,485,4.80759573
125,657,4.781759739
125,1158,4.721541882
125,1233,4.75278759
125,1261,4.824287415
125,1403,4.723230362
125,1472,4.893152237
125,1577,4.79583168
125,1630,4.687773705
126,302,4.973551273
126,881,4.875341892
126,1031,4.812957764
126,1104,4.952992916
126,1123,4.804716587
126,1418,4.956497669
126,1559,4.923683167
126,1574,4.779932976
126,1545,4.880069256
126,1653,4.7937994
127,62,4.940518856
127,229,4.976876259
127,380,4.951087475
127,601,4.862118721
127,748,4.893935204
127,1095,4.80722332
127,1104,4.935262203
127,1418,4.761847496
127,1472,4.818576813
127,1559,4.908245087
128,143,4.623361111
128,180,4.840250969
128,88,4.634856701
128,117,4.668413162
128,599,4.613315582
128,1482,4.559798717
128,1492,4.852538109
128,1521,4.609568596
128,1577,4.65415144
128,1546,4.881955624
129,302,4.799780846
129,1104,4.784825325
129,1351,4.73152113
129,1353,4.919271946
129,1418,4.907987595
129,1515,4.694275379
129,1521,4.802467823
129,1538,4.608490944
129,1559,4.747839451
129,1668,4.688405991
130,50,4.784917355
130,99,4.56752491
130,596,4.556416512
130,769,4.56547451
130,1015,4.74241066
130,1058,4.602309227
130,1225,4.668331623
130,1270,4.581887245
130,1424,4.580728054
130,1609,4.738212585
131,100,4.915137768
131,126,4.801549435
131,286,4.856606483
131,1066,4.70902729
131,1104,4.912286282
131,1347,4.760046482
131,1476,4.75931263
131,1521,4.764458179
131,1559,4.904788971
131,1546,4.765366077
132,127,4.893034935
132,56,4.75751543
132,784,4.819686413
132,1104,4.734732628
132,1154,4.831868649
